ID	CUSTOMER	EFFECTIVE_ON	BOOKED_ON	_LOADED_AT	DELETED_AT	TYPE
58fdb4f55ebaeaa04eccb7d2f4d168b1	111	8/8/16	8/7/16	2022-01-09 19:51:46	(null)	New Subscription
d02ceb9e801ccce3628d672fe9e65d13	110	8/8/16	8/3/16	2022-01-09 19:51:46	(null)	New Subscription
bffc4784d1ecbcc80d6281d04b4528d9	31	8/10/16	8/9/16	2022-01-09 19:51:46	(null)	Cancel Subscription
a7350900856e930f68390fba26911185	113	8/15/16	8/14/16	2022-01-09 19:51:46	(null)	New Subscription
0113256c758d98ce7c58c6cf1b57b579	112	8/15/16	8/10/16	2022-01-09 19:51:46	(null)	New Subscription
b7a977d21413a328361d4595005a2452	32	8/17/16	9/2/16	2022-01-09 19:51:46	(null)	Renew Subscription
4343c2baba247d79071930dc87b66d91	115	8/22/16	8/21/16	2022-01-09 19:51:46	(null)	New Subscription
85304d285e2048d2110e97c9c96dcadc	114	8/22/16	8/17/16	2022-01-09 19:51:46	(null)	New Subscription
ff40e45a31ce71d838a8ac916151fa5e	33	8/24/16	9/9/16	2022-01-09 19:51:46	(null)	Renew Subscription
ca9dcc4eea01176c2b58e9d51de2ea47	116	8/29/16	8/25/16	2022-01-09 19:51:46	(null)	New Subscription
129017ebd5ec820be704dbf3d8ac350d	117	8/29/16	8/28/16	2022-01-09 19:51:46	(null)	New Subscription
052ed329dba162c1122ec076f42165ef	34	8/31/16	9/11/16	2022-01-09 19:51:46	(null)	Cancel Subscription
d9165e9ac74e230e2986029c3cc7cd77	69	9/1/16	9/20/16	2022-01-09 19:51:46	(null)	Change Subscription
300b9b94a4d69387ce811be57dfa3f70	119	9/5/16	9/5/16	2022-01-09 19:51:46	(null)	New Subscription
7dc6eea584179bf0d801e6438672f7b2	118	9/5/16	9/1/16	2022-01-09 19:51:46	(null)	New Subscription
d2e566b5cb55e26c3b176b4c30eaff81	35	9/7/16	8/19/16	2022-01-09 19:51:46	(null)	Renew Subscription
a8fb14e5373db47126bb9f0adaad1d15	121	9/12/16	9/12/16	2022-01-09 19:51:46	(null)	New Subscription
29b97b2499b7d3249196e1686d5a5a61	120	9/12/16	9/8/16	2022-01-09 19:51:46	(null)	New Subscription
6aa095e307a7926d1b4b21292942be3b	36	9/14/16	9/27/16	2022-01-09 19:51:46	(null)	Renew Subscription
667d388fb1c08f7e903b7e814ad0dcb7	122	9/19/16	9/16/16	2022-01-09 19:51:46	(null)	New Subscription
b0eb94f27b42aeb4d22eb1562caed116	123	9/19/16	9/19/16	2022-01-09 19:51:46	(null)	New Subscription
ad9c11d72637c10d2c3e491a2457bce4	37	9/21/16	9/29/16	2022-01-09 19:51:46	(null)	Renew Subscription
6aa12546472d889aed4557e005715419	124	9/26/16	9/23/16	2022-01-09 19:51:46	(null)	New Subscription
9cf32d6e3ba8893dfe0d74e37397c8c8	38	9/28/16	9/16/16	2022-01-09 19:51:46	(null)	Renew Subscription
d69722b3168e42bb7a5d9b00eb977222	125	10/3/16	9/27/16	2022-01-09 19:51:46	(null)	New Subscription
bfd4b5ce1ef2e73a6e20892c660e6d6a	126	10/3/16	9/30/16	2022-01-09 19:51:46	(null)	New Subscription
04d99d4fbb876f7a567a6d2c12790c1f	39	10/5/16	10/13/16	2022-01-09 19:51:46	(null)	Cancel Subscription
896f161d347335a7988c342be222f730	128	10/10/16	10/8/16	2022-01-09 19:51:46	(null)	New Subscription
1729e18441f1f81d13c08ca5839e7931	127	10/10/16	10/4/16	2022-01-09 19:51:46	(null)	New Subscription
000f9dcc9b278d140bd45938b5d670b5	40	10/12/16	10/11/16	2022-01-09 19:51:46	(null)	Renew Subscription
bd56c5363ce5db2ae13b0ffc495d5159	130	10/17/16	10/15/16	2022-01-09 19:51:46	(null)	New Subscription
7a665bfa8c1258a2292318ef4a1f3187	129	10/17/16	10/11/16	2022-01-09 19:51:46	(null)	New Subscription
1ad1f582d08061cf3217fc354757954c	97	10/21/16	10/15/16	2022-01-09 19:51:46	(null)	Change Subscription
8a24cd3f944cbd6ef0575d2d7f81e9b1	131	10/24/16	10/19/16	2022-01-09 19:51:46	(null)	New Subscription
85a211e45648b2ce99395427576ab94e	132	10/24/16	10/22/16	2022-01-09 19:51:46	(null)	New Subscription
d61885d30a9da88481931dae59b2a7ae	41	10/26/16	11/3/16	2022-01-09 19:51:46	(null)	Renew Subscription
6c922c2a3b5342a4cf2ef23329fbca1a	133	10/31/16	10/26/16	2022-01-09 19:51:46	(null)	New Subscription
697ed0d83b755c62851a9ea7047b9720	134	10/31/16	10/29/16	2022-01-09 19:51:46	(null)	New Subscription
3eac57709e5eabe3c7297df47a140508	42	11/2/16	11/2/16	2022-01-09 19:51:46	(null)	Renew Subscription
05a1b40353a615c75d1be983e33d5f8f	136	11/7/16	11/6/16	2022-01-09 19:51:46	(null)	New Subscription
03dcfb7c7475cf13ca1b1e7aeb7922e7	135	11/7/16	11/2/16	2022-01-09 19:51:46	(null)	New Subscription
fb9f19c2cf5e4d5125b7cf4edc3557bf	43	11/9/16	10/21/16	2022-01-09 19:51:46	(null)	Renew Subscription
44dea501a31d9efd94fef144664d646d	138	11/14/16	11/13/16	2022-01-09 19:51:46	(null)	New Subscription
73f86bd52720ed3cb13cbc5cbaf7bcce	137	11/14/16	11/9/16	2022-01-09 19:51:46	(null)	New Subscription
dfb7555f074a57107f4b87ff25e9a369	44	11/16/16	11/29/16	2022-01-09 19:51:46	(null)	Renew Subscription
639a92b780cf55e8c73113074bbcd7a1	139	11/21/16	11/17/16	2022-01-09 19:51:46	(null)	New Subscription
67ab9eb6fc61cd992fb258f9ebceb69c	140	11/21/16	11/20/16	2022-01-09 19:51:46	(null)	New Subscription
ceb7c6dcd39b5cde00bdf4f7d680b87d	45	11/23/16	12/4/16	2022-01-09 19:51:46	(null)	Cancel Subscription
eaee449f3e1b9ebd8dbee1138b7f42f7	142	11/28/16	11/28/16	2022-01-09 19:51:46	(null)	New Subscription
7d6d2b8fa3ac74908253dae42a59471b	141	11/28/16	11/24/16	2022-01-09 19:51:46	(null)	New Subscription
a0e69bd859c9f874a9431b2eba4f3393	46	11/30/16	11/21/16	2022-01-09 19:51:46	(null)	Renew Subscription
8f75aefea6085011300d1ddaec724e93	76	12/1/16	12/13/16	2022-01-09 19:51:46	(null)	Change Subscription
517eb25e5a58c3617ec500f9eb1ac53f	32	12/2/16	12/17/16	2022-01-09 19:51:46	(null)	Change Subscription
88d9876148859dc08e9e5d6ca02dd5ae	144	12/5/16	12/5/16	2022-01-09 19:51:46	(null)	New Subscription
da88e2dddcb54903f57a1970822358cc	143	12/5/16	12/1/16	2022-01-09 19:51:46	(null)	New Subscription
b025d92b5750321dbce4b37c4a66456c	47	12/7/16	12/2/16	2022-01-09 19:51:46	(null)	Renew Subscription
8fb43385fea986dda32079aa00d663c8	145	12/12/16	12/9/16	2022-01-09 19:51:46	(null)	New Subscription
262374b2918ee59907227cee7b263049	146	12/12/16	12/12/16	2022-01-09 19:51:46	(null)	New Subscription
d4ba265b9458407c8493a2a405693a5b	48	12/14/16	12/17/16	2022-01-09 19:51:46	(null)	Renew Subscription
479103064a182ad6c54d49796f6c1c83	147	12/19/16	12/16/16	2022-01-09 19:51:46	(null)	New Subscription
8634e5713b3cec81d8ef41e0db0bedf5	90	12/20/16	12/15/16	2022-01-09 19:51:46	(null)	Change Subscription
32ddc11b699073ef97ffea3349efdf90	49	12/21/16	12/16/16	2022-01-09 19:51:46	(null)	Cancel Subscription
40cb1676eeadd64c5b279db83f98957f	148	12/26/16	12/20/16	2022-01-09 19:51:46	(null)	New Subscription
21faab389fef178d46727bf86acad175	149	12/26/16	12/23/16	2022-01-09 19:51:46	(null)	New Subscription
dc8689afb4cfbbe46d4b8361b9b730fd	50	12/28/16	12/26/16	2022-01-09 19:51:46	(null)	Renew Subscription
1715e3ffae3e4a0aeba9dc1d9f725f3e	151	1/2/17	1/1/17	2022-01-09 19:51:46	(null)	New Subscription
95d6bf851c85beaa75de9eb005e21933	150	1/2/17	12/27/16	2022-01-09 19:51:46	(null)	New Subscription
0cb9c73943930b063615ed38b847d4d0	52	1/4/17	12/26/16	2022-01-09 19:51:46	(null)	Renew Subscription
dd97668823a60ddc15955e9525ae87aa	51	1/4/17	1/15/17	2022-01-09 19:51:46	(null)	Renew Subscription
d21a6541f87ed77cb3b13dba870a7bcd	1	1/5/17	12/24/16	2022-01-09 19:51:46	(null)	Renew Subscription
b71444ade66bcf85547cf9d281b7fe93	154	1/9/17	1/8/17	2022-01-09 19:51:46	(null)	New Subscription
e1ccaa2e2dd60ea7e9da5ea656aa9b4d	152	1/9/17	1/3/17	2022-01-09 19:51:46	(null)	New Subscription
c0fb00c237593012a6b31a30f2da65af	153	1/9/17	1/5/17	2022-01-09 19:51:46	(null)	New Subscription
469ccf6669a8d86cc648f4b25d30f786	53	1/11/17	1/24/17	2022-01-09 19:51:46	(null)	Renew Subscription
558a95e9706de2970bff74ff904d3e74	54	1/11/17	1/15/17	2022-01-09 19:51:46	(null)	Renew Subscription
bc18d0be6b1a43a0a6fe218ef2d7852f	2	1/12/17	1/17/17	2022-01-09 19:51:46	(null)	Renew Subscription
5db693954086a49704eef0d7e7c0176c	156	1/16/17	1/13/17	2022-01-09 19:51:46	(null)	New Subscription
aeb1bc675aef4906cb40aa8e137432a3	157	1/16/17	1/15/17	2022-01-09 19:51:46	(null)	New Subscription
f75fbb319af09fd2b849e2e2f06272db	155	1/16/17	1/10/17	2022-01-09 19:51:46	(null)	New Subscription
0d53fd298d5c0265dfa8f0d77afd7f1e	55	1/18/17	1/21/17	2022-01-09 19:51:46	(null)	Renew Subscription
f9d0953de89e03483aa6aa9a64a9a8cf	3	1/19/17	1/4/17	2022-01-09 19:51:46	(null)	Cancel Subscription
46b7c304e0c9a8382ad6aa2eb02b9c01	137	1/21/17	1/28/17	2022-01-09 19:51:46	(null)	Change Subscription
963e7bbb1fff0a66ed86687991aff294	158	1/23/17	1/18/17	2022-01-09 19:51:46	(null)	New Subscription
